,0,1,2,3,4,5,6,7,8,9,total
0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,1,1,2,1,3,1,5,6,23
2,2,2,1,2,2,1,3,1,7,6,27
3,2,2,1,2,2,1,3,1,7,6,27
4,2,3,1,2,2,1,3,1,7,6,28
5,2,3,2,2,2,1,3,1,7,6,29
6,3,3,2,2,2,1,3,2,7,6,31
7,3,3,2,2,2,1,3,2,8,7,33
8,3,4,2,2,2,1,3,2,8,7,34
9,3,4,2,2,2,1,3,2,9,7,35
10,3,4,2,2,2,1,3,2,9,7,35
11,3,4,2,2,2,1,3,2,9,7,35
12,3,4,2,2,2,1,3,3,10,7,37
13,3,4,2,2,2,1,3,3,11,8,39
14,3,4,2,2,2,1,3,3,11,8,39
15,3,4,2,2,2,1,3,3,11,8,39
16,3,4,2,2,2,2,3,3,11,8,40
17,3,4,2,2,2,2,3,3,11,9,41
18,3,4,2,2,2,2,3,3,11,9,41
19,3,4,2,2,2,2,3,4,11,9,42
20,3,4,2,2,2,2,3,4,12,9,43
21,3,4,2,2,3,2,3,4,12,9,44
22,3,4,2,2,3,2,3,4,12,10,45
23,3,4,2,2,3,2,3,4,12,11,46
24,3,4,2,2,3,2,3,4,12,11,46
25,3,4,2,2,3,2,3,4,12,12,47
26,3,4,2,2,3,2,3,4,12,12,47
27,3,4,2,2,3,2,3,5,13,12,49
28,3,4,2,2,3,2,3,5,13,12,49
29,3,4,2,2,3,2,3,5,13,12,49
30,3,4,2,2,3,2,3,5,13,12,49
31,3,4,2,2,3,2,3,5,13,13,50
32,3,4,2,2,3,2,3,5,13,13,50
33,3,4,2,2,3,2,3,5,13,13,50
34,5,4,3,2,3,2,3,5,13,13,53
35,5,4,4,2,3,2,4,5,13,13,55
36,5,4,4,2,3,2,4,6,14,13,57
37,5,4,4,2,4,2,4,6,14,13,58
38,5,4,4,2,4,2,4,6,15,14,60
39,6,4,4,2,4,2,4,6,15,14,61
40,6,4,4,2,5,2,4,6,15,14,62
41,6,4,4,2,5,2,4,7,15,15,64
42,6,4,5,2,5,2,4,7,15,15,65
43,6,4,5,2,5,2,4,7,16,15,66
44,6,4,5,2,5,2,4,7,16,15,66
45,6,4,5,2,5,2,4,7,17,15,67
46,7,4,5,2,5,2,4,7,17,15,68
47,7,4,5,2,5,2,5,8,18,17,73
48,7,4,5,2,5,4,5,8,18,17,75
49,7,4,6,2,5,4,5,8,18,17,76
50,7,5,6,2,6,5,6,8,18,19,82
51,7,5,6,2,6,6,7,8,18,19,84
52,7,5,6,2,6,7,7,8,18,21,87
53,7,5,6,2,6,7,7,8,18,21,87
54,8,5,6,2,6,7,7,8,18,22,89
55,8,5,6,2,6,8,7,8,19,22,91
56,8,5,6,2,6,8,7,9,21,23,95
57,8,6,6,2,6,8,7,9,21,23,96
58,8,6,6,2,6,8,7,9,21,23,96
59,8,6,6,2,6,8,7,10,21,24,98
60,8,6,6,2,6,8,7,10,22,26,101
61,8,6,6,2,6,8,7,10,22,27,102
62,8,6,6,2,6,8,7,10,23,29,105
63,8,6,6,2,6,8,7,11,24,29,107
64,8,6,6,2,6,9,7,11,24,31,110
65,8,7,6,2,6,9,7,11,25,32,113
66,8,7,6,2,6,10,7,12,26,33,117
67,8,7,6,2,6,10,7,12,26,34,118
68,8,7,6,2,6,10,7,12,26,34,118
69,8,8,6,2,6,10,8,13,27,34,122
70,9,8,6,2,6,10,9,13,27,34,124
71,9,8,6,2,6,10,10,13,27,34,125
72,9,9,6,3,6,10,10,13,29,35,130
73,9,9,6,3,6,11,10,13,29,36,132
74,10,10,6,3,7,11,10,13,29,37,136
75,10,11,6,3,7,11,11,13,29,37,138
76,11,11,6,4,7,11,12,13,29,37,141
77,11,11,6,4,7,12,12,13,30,37,143
78,11,11,6,4,7,12,12,13,30,37,143
79,11,11,6,4,7,12,12,13,30,37,143
80,11,11,6,4,7,12,13,13,30,38,145
81,11,11,6,4,7,12,13,13,31,39,147
82,11,11,7,4,7,12,14,13,31,40,150
83,11,11,7,4,8,13,14,13,32,42,155
84,11,11,7,4,10,13,15,14,32,43,160
85,11,11,7,4,10,13,15,14,32,44,161
86,11,11,8,4,10,13,15,14,33,44,163
87,11,11,8,4,10,13,15,14,33,46,165
88,12,11,9,4,10,13,15,14,34,47,169
89,12,12,9,4,11,14,15,14,34,48,173
90,12,13,9,4,11,14,15,14,34,48,174
91,12,13,9,5,12,14,15,15,34,48,177
92,12,13,9,5,13,14,15,15,34,49,179
93,13,15,9,5,13,14,15,15,34,49,182
94,13,15,9,5,13,14,15,15,34,50,183
95,13,16,9,5,16,14,15,16,34,50,188
96,14,16,9,5,16,14,15,16,35,53,193
97,14,16,9,5,16,14,15,16,35,53,193
98,14,16,9,5,16,14,15,16,35,55,195
99,14,16,9,5,16,14,15,16,37,55,197
100,14,17,9,5,16,14,15,16,37,56,199
101,14,17,9,5,16,16,15,16,40,56,204
102,14,17,9,5,16,16,15,17,40,56,205
103,15,17,9,5,16,16,15,17,42,57,209
104,15,17,9,5,16,16,15,17,42,57,209
105,15,18,10,5,16,16,15,17,42,57,211
106,15,18,10,5,16,16,15,17,42,57,211
107,15,18,10,5,16,16,15,17,43,57,212
108,15,20,10,5,17,16,16,17,44,58,218
109,15,20,11,5,17,16,17,17,44,58,220
110,15,21,11,5,19,16,17,17,44,59,224
111,15,21,11,5,19,16,17,17,44,59,224
112,15,21,11,5,19,16,17,17,45,60,226
113,15,22,11,5,19,17,18,17,46,60,230
114,16,22,12,5,21,18,18,17,46,61,236
115,16,22,12,5,21,18,18,17,46,61,236
116,16,22,12,5,21,18,18,17,46,63,238
117,16,22,12,5,21,18,19,17,46,63,239
118,16,23,12,5,22,18,19,17,47,63,242
119,16,26,12,5,23,18,20,17,48,65,250
120,16,26,12,5,23,19,20,18,48,66,253
121,16,26,12,5,23,19,20,19,48,66,254
122,17,26,12,6,24,19,20,19,48,67,258
123,17,26,12,6,24,19,20,19,48,67,258
124,17,26,12,6,24,19,20,19,48,68,259
125,17,26,12,6,24,19,21,19,50,69,263
126,17,26,13,6,24,19,21,20,50,69,265
127,17,26,14,6,24,19,21,20,51,69,267
128,17,26,14,6,25,19,21,20,51,70,269
129,19,27,14,6,25,20,21,20,51,71,274
130,20,27,14,6,26,21,21,20,52,72,279
131,20,27,14,6,27,21,21,20,52,72,280
132,20,27,14,6,27,22,21,20,52,72,281
133,20,27,14,6,27,23,22,21,52,72,284
134,20,27,15,6,27,23,22,22,52,72,286
135,20,27,15,6,27,23,22,22,52,73,287
136,20,28,15,6,27,23,22,22,53,74,290
137,21,28,15,6,27,25,22,23,53,75,295
138,22,28,16,6,27,25,24,23,53,76,300
139,22,29,16,7,27,25,24,24,53,76,303
140,22,30,16,7,28,25,24,24,53,78,307
141,22,30,16,7,28,25,24,24,54,78,308
142,22,30,16,7,30,25,24,24,55,79,312
143,22,31,16,7,30,25,25,24,55,79,314
144,22,31,16,7,30,25,25,24,55,79,314
145,22,32,16,7,30,25,25,24,55,79,315
146,23,32,16,7,30,26,25,24,55,79,317
147,23,32,16,8,30,26,25,25,55,79,319
148,23,32,16,8,30,26,25,25,55,79,319
149,23,32,16,8,30,26,25,25,55,80,320
150,25,32,16,8,30,26,25,25,55,84,326
151,25,33,16,9,30,26,25,25,55,85,329
152,25,33,16,9,30,26,25,25,55,88,332
153,25,33,16,9,30,26,26,27,55,88,335
