cte_max_before,cte_max_after,steering_l2_before,steering_l2_after,time,mutation type,mutation method,episode
1.0198,0.9518,0.104842182253659,0.08594314923640052,03-26-20-48,XAI_SM,attention_same,20
0.3817,nan,0.017728842636044934,nan,03-26-20-48,XAI_SM,attention_same,21
1.8434,1.2302,0.25709231836391455,0.13549330991921457,03-26-21-15,XAI_SM,attention_opposite,0
1.0245,1.0751,0.1175088446508551,0.16010712636095048,03-26-21-15,XAI_SM,attention_opposite,1
1.1249,1.1083,0.16811339022765118,0.22701082269951012,03-26-21-15,XAI_SM,attention_opposite,2
1.1083,nan,0.22701082269951012,nan,03-26-21-15,XAI_SM,attention_opposite,3
0.6418,0.695,0.044442081688336625,0.049345974049392186,03-26-21-24,XAI_SM,attention_opposite,0
1.0577,1.0598,0.1878584910158497,0.19050313746204764,03-26-21-26,XAI_SM,random,0
1.3082,1.1183,0.14847980183261952,0.16390074831724805,03-26-21-26,XAI_SM,random,1
0.5275,0.4472,0.06920040503633024,0.05165876180484682,03-26-21-26,XAI_SM,random,2
1.0571,1.0165,0.1476229927861091,0.13429050198897097,03-26-21-26,XAI_SM,random,3
0.3982,0.4293,0.02670910687189954,0.025170995529626823,03-26-21-26,XAI_SM,random,4
0.4639,0.6276,0.05324796823985098,0.05831301897572329,03-26-21-26,XAI_SM,random,5
1.0117,0.4311,0.12503859404051687,0.035332880951074334,03-26-21-26,XAI_SM,random,6
0.9545,0.4425,0.08723206440429536,0.030893122448497012,03-26-21-26,XAI_SM,random,7
0.8367,0.8343,0.09135145949732018,0.09059554145209855,03-26-21-26,XAI_SM,random,8
1.408,0.8425,0.1773954070264981,0.07294825920195828,03-26-21-26,XAI_SM,random,9
0.8003,1.0359,0.14598209612976,0.18532552857101767,03-26-21-26,XAI_SM,random,10
0.6692,0.755,0.04465006600560683,0.07089348342278727,03-26-21-26,XAI_SM,random,11
0.7005,0.7405,0.11720496676455565,0.09558399567465442,03-26-21-26,XAI_SM,random,12
0.7835,0.7718,0.0791279398927765,0.06531560791398468,03-26-21-26,XAI_SM,random,13
0.8994,1.0154,0.06689110402405256,0.10161690086228978,03-26-21-26,XAI_SM,random,14
0.7968,0.3148,0.06036603205925996,0.017403685025304493,03-26-21-26,XAI_SM,random,15
0.841,0.9334,0.11321505185315736,0.09926074418285201,03-26-21-26,XAI_SM,random,16
0.7575,0.7537,0.07011763652391995,0.052846347210007444,03-26-21-26,XAI_SM,random,17
1.0572,1.0921,0.17775834548353725,0.19412288917031018,03-26-21-26,XAI_SM,random,18
1.078,0.4666,0.07777746786468279,0.026850285123642324,03-26-21-26,XAI_SM,random,19
1.1198,1.0817,0.12171165038279369,0.11872535677626084,03-26-21-26,XAI_SM,random,20
1.0196,0.8459,0.1294449951382997,0.09314501244545863,03-26-21-26,XAI_SM,random,21
0.4898,0.5048,0.05187293429250893,0.03867868564964674,03-26-21-26,XAI_SM,random,22
1.3614,1.1186,0.1714168999121258,0.12200755986006032,03-26-21-26,XAI_SM,random,23
0.554,0.6434,0.039159370212787765,0.04884167211508306,03-26-21-26,XAI_SM,random,24
1.0619,0.9576,0.13601949755911907,0.1055130377324683,03-26-21-26,XAI_SM,random,25
0.6187,0.5306,0.04111130150350569,0.028973721785982218,03-26-21-26,XAI_SM,random,26
0.5231,0.5467,0.05188644220639448,0.0489579246068123,03-26-21-26,XAI_SM,random,27
1.0759,1.0231,0.1286713116170736,0.11005504191882431,03-26-21-26,XAI_SM,random,28
1.6154,1.3175,0.21676934088934127,0.180203302493708,03-26-21-26,XAI_SM,random,29
1.3175,1.0241,0.180203302493708,0.1352102255749275,03-26-21-26,XAI_SM,random,30
0.5108,0.5314,0.04175242522389333,0.044458649896371556,03-26-21-26,XAI_SM,random,31
0.5703,0.7678,0.07545082862605552,0.09359692977489509,03-26-21-26,XAI_SM,random,32
1.1088,1.1072,0.13033187529068302,0.11552238576795784,03-26-21-26,XAI_SM,random,33
0.9171,1.0621,0.05165995816513584,0.06510896956959941,03-26-21-26,XAI_SM,random,34
1.0621,1.0421,0.06510896956959941,0.0642915581831054,03-26-21-26,XAI_SM,random,35
1.0421,1.0478,0.0642915581831054,0.07735826171461217,03-26-21-26,XAI_SM,random,36
1.0182,1.0966,0.10330577605103884,0.10925185047401949,03-26-21-26,XAI_SM,random,37
1.0966,nan,0.10925185047401949,nan,03-26-21-26,XAI_SM,random,38
1.3556,1.1958,0.18496280596109005,0.11201275391167631,03-26-22-14,XAI_SM,attention_same,0
1.17,1.0341,0.14088805451762695,0.1638022763646948,03-26-22-14,XAI_SM,attention_same,1
1.2585,1.1684,0.16313703746591032,0.1697201286561736,03-26-22-14,XAI_SM,attention_same,2
0.4723,0.4592,0.06694878123243969,0.05664518481202273,03-26-22-14,XAI_SM,attention_same,3
0.9332,0.8433,0.1330306340080169,0.1455615407463103,03-26-22-14,XAI_SM,attention_same,4
0.8433,0.9664,0.1455615407463103,0.21542568009458313,03-26-22-14,XAI_SM,attention_same,5
0.9615,0.8019,0.08438917133489376,0.037143031160094965,03-26-22-14,XAI_SM,attention_same,6
0.2812,0.2523,0.014715603862606133,0.008671772196642398,03-26-22-14,XAI_SM,attention_same,7
0.427,0.5582,0.031383042335910695,0.04071933443207614,03-26-22-14,XAI_SM,attention_same,8
0.5582,0.8428,0.04071933443207614,0.09458695502432285,03-26-22-14,XAI_SM,attention_same,9
0.994,0.9783,0.09222432859208836,0.09806043049423609,03-26-22-14,XAI_SM,attention_same,10
0.8874,1.2031,0.10244167029155987,0.1664642558698807,03-26-22-14,XAI_SM,attention_same,11
1.2031,nan,0.1664642558698807,nan,03-26-22-14,XAI_SM,attention_same,12
1.0972,1.0227,0.19500774768697549,0.18690412816856053,03-26-22-30,XAI_SM,attention_opposite,0
0.6237,0.6898,0.0627600286934264,0.0608957270627904,03-26-22-30,XAI_SM,attention_opposite,1
1.2621,1.1297,0.15846484942614572,0.16067132310442894,03-26-22-30,XAI_SM,attention_opposite,2
0.5995,0.6374,0.09422031181841067,0.07606064819972126,03-26-22-30,XAI_SM,attention_opposite,3
1.0574,1.0748,0.15639926532966764,0.2320305354606275,03-26-22-30,XAI_SM,attention_opposite,4
0.7401,0.7558,0.08371726808617531,0.08203128571048854,03-26-22-30,XAI_SM,attention_opposite,5
1.4815,0.995,0.19043754002147079,0.0741737759479415,03-26-22-30,XAI_SM,attention_opposite,6
0.3077,0.3632,0.018639388253357075,0.024619169561933527,03-26-22-30,XAI_SM,attention_opposite,7
0.7918,0.8197,0.1122791911995795,0.10398359668777621,03-26-22-30,XAI_SM,attention_opposite,8
0.8197,0.8297,0.10398359668777621,0.10135180793116777,03-26-22-30,XAI_SM,attention_opposite,9
1.0575,0.3824,0.10397923140270626,0.040065055702859564,03-26-22-30,XAI_SM,attention_opposite,10
0.8825,0.8474,0.11410130230391917,0.09709894692732426,03-26-22-30,XAI_SM,attention_opposite,11
0.8474,0.868,0.09709894692732426,0.08585430938735988,03-26-22-30,XAI_SM,attention_opposite,12
0.868,nan,0.08585430938735988,nan,03-26-22-30,XAI_SM,attention_opposite,13
1.0794,1.0467,0.18313758888264972,0.1515543273823542,03-26-22-47,XAI_SM,random,0
0.9795,1.0118,0.16820435740174625,0.13074041848340695,03-26-22-47,XAI_SM,random,1
1.0118,1.1148,0.13074041848340695,0.10821513751154459,03-26-22-47,XAI_SM,random,2
1.2592,1.4522,0.22034299379815167,0.2796580448243056,03-26-22-47,XAI_SM,random,3
1.6249,2.4821,0.32328406862122294,0.4497895029784017,03-26-22-47,XAI_SM,random,4
0.3658,0.7331,0.03209829846544492,0.12783982932046864,03-26-22-47,XAI_SM,random,5
1.28,1.1348,0.2712591709308633,0.25509997712152704,03-26-22-47,XAI_SM,random,6
0.4195,0.4292,0.04639279767974227,0.052173166267225436,03-26-22-47,XAI_SM,random,7
1.5672,nan,0.30222555867771633,nan,03-26-22-47,XAI_SM,random,8
0.8925,nan,0.09347871051774341,nan,03-26-22-58,XAI_SM,attention_same,0
0.9207,nan,0.09388362929768417,nan,03-26-23-01,XAI_SM,attention_opposite,0
0.8079,1.2371,0.06860027306960985,0.20570479605854794,03-26-23-03,XAI_SM,random,0
0.4559,0.7023,0.037495805886168944,0.08285210217491931,03-26-23-03,XAI_SM,random,1
1.2442,1.5411,0.19733966263613822,0.2789145984952423,03-26-23-03,XAI_SM,random,2
0.947,1.4923,0.20745057707211775,0.2910882435622837,03-26-23-03,XAI_SM,random,3
1.5464,1.932,0.2760068426207401,0.32010004291822014,03-26-23-03,XAI_SM,random,4
1.7983,1.1513,0.3488180164012714,0.20972184651801448,03-26-23-03,XAI_SM,random,5
1.1513,0.7812,0.20972184651801448,0.08321869254330133,03-26-23-03,XAI_SM,random,6
2.0197,1.542,0.2595865241742216,0.2223172096683452,03-26-23-03,XAI_SM,random,7
2.142,2.3785,0.3751362733857858,0.35972464686632133,03-26-23-03,XAI_SM,random,8
1.0045,1.0617,0.057403637886893,0.06877799987303748,03-26-23-03,XAI_SM,random,9
0.5255,0.6369,0.054081815314448924,0.09343420670731149,03-26-23-03,XAI_SM,random,10
1.1336,1.2006,0.23010362869789572,0.3420959540362604,03-26-23-03,XAI_SM,random,11
0.545,0.8184,0.04041061685594812,0.15042494260489273,03-26-23-03,XAI_SM,random,12
1.5818,nan,0.2760924341305258,nan,03-26-23-03,XAI_SM,random,13
1.0331,0.752,0.10333904613519539,0.13157781269586288,03-26-23-20,XAI_SM,attention_same,0
1.0628,nan,0.05811296816451332,nan,03-26-23-20,XAI_SM,attention_same,1
0.9961,0.6837,0.10979083249557713,0.1307918238846688,03-26-23-24,XAI_SM,attention_opposite,0
1.5853,2.3895,0.26506967711841667,0.35944504318554044,03-26-23-24,XAI_SM,attention_opposite,1
2.3895,2.6951,0.35944504318554044,0.6353678982225978,03-26-23-24,XAI_SM,attention_opposite,2
0.4959,0.6066,0.004646404176627319,0.11490535498810049,03-26-23-29,XAI_SM,random,0
0.9954,1.0082,0.07629847135501555,0.08196516867284544,03-26-23-29,XAI_SM,random,1
0.7224,nan,0.06872575919525517,nan,03-26-23-29,XAI_SM,random,2
0.7669,0.8376,0.13614303305530653,0.11804857500570928,03-26-23-34,XAI_SM,attention_same,0
0.9096,0.4595,0.0669300847157597,0.0442059489346733,03-26-23-34,XAI_SM,attention_same,1
1.2793,0.9484,0.1513190126269743,0.09662956595856285,03-26-23-34,XAI_SM,attention_same,2
0.9484,0.4108,0.09662956595856285,0.03254159146193103,03-26-23-34,XAI_SM,attention_same,3
1.2406,1.2707,0.11794804310547483,0.10539744285662699,03-26-23-34,XAI_SM,attention_same,4
1.2707,1.1891,0.10539744285662699,0.12046074710455754,03-26-23-34,XAI_SM,attention_same,5
0.5052,0.5584,0.012394616752750234,0.06355509622431216,03-26-23-34,XAI_SM,attention_same,6
0.8892,0.8676,0.15188299433029645,0.10338066501873502,03-26-23-34,XAI_SM,attention_same,7
1.0701,1.1228,0.09690496167373606,0.09607645083285005,03-26-23-34,XAI_SM,attention_same,8
1.1787,0.814,0.12225863278923947,0.08435786437043578,03-26-23-34,XAI_SM,attention_same,9
0.2711,0.4475,0.006397449333362288,0.009438376613567698,03-26-23-34,XAI_SM,attention_same,10
0.9735,1.4193,0.14511238421934655,0.33669097462131975,03-26-23-34,XAI_SM,attention_same,11
0.8232,0.4183,0.10205763736246921,0.03853481452366114,03-26-23-34,XAI_SM,attention_same,12
0.7792,0.3474,0.07611804545940064,0.03977200198489381,03-26-23-34,XAI_SM,attention_same,13
0.5198,0.8185,0.0645499624633042,0.10378695739710732,03-26-23-34,XAI_SM,attention_same,14
0.3611,0.3339,0.036657335164119335,0.039718290202327686,03-26-23-34,XAI_SM,attention_same,15
0.6803,0.2698,0.05335821914164787,0.01225827101094496,03-26-23-34,XAI_SM,attention_same,16
0.4022,0.5123,0.041807421920256216,0.06715291260612885,03-26-23-34,XAI_SM,attention_same,17
1.3311,2.0522,0.27640619804198535,0.4250375491165691,03-26-23-34,XAI_SM,attention_same,18
2.0522,2.5338,0.4250375491165691,0.6154669254839362,03-26-23-34,XAI_SM,attention_same,19
0.839,0.8132,0.1545694057926046,0.09060743458143107,03-26-23-59,XAI_SM,attention_opposite,0
0.7943,0.9421,0.06301451130232842,0.10054805776412876,03-26-23-59,XAI_SM,attention_opposite,1
1.2618,1.071,0.10144190878362681,0.06137974036881676,03-26-23-59,XAI_SM,attention_opposite,2
0.8893,0.8987,0.07874268711888485,0.07031778012357867,03-26-23-59,XAI_SM,attention_opposite,3
0.7325,0.3567,0.06377777181594843,0.035814366284368716,03-26-23-59,XAI_SM,attention_opposite,4
1.0747,1.1247,0.07758009929863367,0.08826411143760765,03-26-23-59,XAI_SM,attention_opposite,5
0.9043,0.547,0.05415986309955568,0.055681405978546324,03-26-23-59,XAI_SM,attention_opposite,6
0.5452,0.7099,0.020854820508877072,0.08615722438842258,03-26-23-59,XAI_SM,attention_opposite,7
0.5463,0.3389,0.04700502963792321,0.021021184948639474,03-26-23-59,XAI_SM,attention_opposite,8
0.3389,0.4148,0.021021184948639474,0.027497681092550342,03-26-23-59,XAI_SM,attention_opposite,9
0.5788,0.3891,0.08094801461474525,0.592548370870194,03-26-23-59,XAI_SM,attention_opposite,10
1.6432,1.1452,0.23464535915083376,0.1039866970612736,03-27-00-13,XAI_SM,random,0
0.7631,0.4373,0.08947058509110214,0.036003174872851706,03-27-00-13,XAI_SM,random,1
1.2892,1.6889,0.20626155514588923,0.3560757546315245,03-27-00-13,XAI_SM,random,2
1.6889,2.472,0.3560757546315245,0.4075363816383095,03-27-00-13,XAI_SM,random,3
2.472,2.6039,0.4075363816383095,0.8182724124670432,03-27-00-13,XAI_SM,random,4
1.6148,1.1182,0.23455044452777535,0.10655749146657487,03-27-00-20,XAI_SM,attention_same,0
1.0826,1.277,0.2357634804141129,0.3226914495211773,03-27-00-20,XAI_SM,attention_same,1
0.5099,0.6672,0.039326012287114985,0.056150818708272814,03-27-00-20,XAI_SM,attention_same,2
1.2994,1.6828,0.21515283893566067,0.3053395759499287,03-27-00-20,XAI_SM,attention_same,3
1.1241,nan,0.09869371180849208,nan,03-27-00-20,XAI_SM,attention_same,4
0.5993,nan,0.04290095916379071,nan,03-27-18-42,XAI_SM,attention_opposite,0
1.0023,0.8404,0.19469582633194898,0.17183344350573831,03-27-18-49,XAI_SM,random,0
1.2809,0.9748,0.24034896866435698,0.14246842536511095,03-27-18-49,XAI_SM,random,1
0.9748,0.9592,0.14246842536511095,0.09204620447573687,03-27-18-49,XAI_SM,random,2
0.9592,1.0308,0.09204620447573687,0.14396185943722156,03-27-18-49,XAI_SM,random,3
1.098,0.8656,0.1129133023891817,0.10776440320596244,03-27-18-49,XAI_SM,random,4
0.752,0.6196,0.06288352202062882,0.03210617578971449,03-27-18-49,XAI_SM,random,5
0.5408,0.8288,0.03408814391239889,0.1021634982916287,03-27-18-49,XAI_SM,random,6
0.3046,0.2353,0.009965968293021247,0.009941356551686131,03-27-18-49,XAI_SM,random,7
0.2924,0.7759,0.02017190987639015,0.06159703989613173,03-27-18-49,XAI_SM,random,8
0.8338,0.8904,0.10866829219533039,0.1603085320531489,03-27-18-49,XAI_SM,random,9
1.4435,1.2464,0.2530201175614147,0.18856072980026112,03-27-18-49,XAI_SM,random,10
0.8598,1.0634,0.15749582601877835,0.22444095082960436,03-27-18-49,XAI_SM,random,11
1.3474,1.0383,0.17037140276442977,0.11725204166314476,03-27-18-49,XAI_SM,random,12
1.7301,1.4491,0.23765289649491633,0.21142203188671108,03-27-18-49,XAI_SM,random,13
0.489,0.4831,0.0356472623297863,0.03281801211964923,03-27-18-49,XAI_SM,random,14
1.7231,1.237,0.26734564455133253,0.20057587184801584,03-27-18-49,XAI_SM,random,15
1.1813,1.1041,0.0723847236651767,0.09622817955353848,03-27-18-49,XAI_SM,random,16
1.0439,0.7954,0.12472942014157203,0.07653946326799038,03-27-18-49,XAI_SM,random,17
1.0819,1.0521,0.08332920125726342,0.09331350539092344,03-27-18-49,XAI_SM,random,18
1.0123,1.3107,0.15355507908011382,0.22839773066305527,03-27-18-49,XAI_SM,random,19
1.4693,1.1538,0.2336703511982171,0.17170109414388637,03-27-18-49,XAI_SM,random,20
1.1409,1.3826,0.2370579352625494,0.2707712266196481,03-27-18-49,XAI_SM,random,21
0.4715,0.5702,0.046527661461384325,0.05986239509362798,03-27-18-49,XAI_SM,random,22
1.3503,1.0314,0.1088379077244202,0.10611138440036395,03-27-18-49,XAI_SM,random,23
1.1164,1.243,0.1378875703005946,0.16594093240636426,03-27-18-49,XAI_SM,random,24
0.6217,0.5941,0.07995901478215192,0.03969824625932531,03-27-18-49,XAI_SM,random,25
0.9851,0.5749,0.11027017375127542,0.0517098971947348,03-27-18-49,XAI_SM,random,26
0.534,0.5619,0.05879672563590133,0.059510204505140156,03-27-18-49,XAI_SM,random,27
1.494,1.4077,0.22589737458501938,0.20974559066953907,03-27-18-49,XAI_SM,random,28
0.57,0.5305,0.047544776799644584,0.04650779057923496,03-27-18-49,XAI_SM,random,29
1.171,0.9796,0.07145752606369958,0.07319771710682949,03-27-18-49,XAI_SM,random,30
1.3851,1.089,0.22947218111080156,0.12450284649512512,03-27-18-49,XAI_SM,random,31
0.8767,1.0124,0.07276698199652419,0.09265578372863051,03-27-18-49,XAI_SM,random,32
0.6228,0.3093,0.05571541835004867,0.025925615252457623,03-27-18-49,XAI_SM,random,33
0.9041,1.0783,0.09205593412199899,0.14710414840981403,03-27-18-49,XAI_SM,random,34
1.0455,1.0483,0.0932873256084534,0.11281081147670333,03-27-18-49,XAI_SM,random,35
0.4749,0.9718,0.07346912726141035,0.2622965198582078,03-27-18-49,XAI_SM,random,36
0.5353,0.511,0.05410351968299781,0.0380346153119974,03-27-18-49,XAI_SM,random,37
0.6127,0.8367,0.04025068926945953,0.09722092801376743,03-27-18-49,XAI_SM,random,38
1.2109,0.9443,0.23263109112127936,0.15688565812365227,03-27-19-36,XAI_SM,attention_same,0
1.2691,1.0168,0.23384167985243287,0.13854644436717875,03-27-19-36,XAI_SM,attention_same,1
0.9735,0.952,0.09427568995372983,0.14498794681584942,03-27-19-36,XAI_SM,attention_same,2
1.3941,1.9436,0.3449129431296267,0.4480897527816977,03-27-19-36,XAI_SM,attention_same,3
1.6104,1.3045,0.2794146089848014,0.21356129629408696,03-27-19-36,XAI_SM,attention_same,4
0.7275,0.7173,0.06119701260885196,0.04089244848636476,03-27-19-36,XAI_SM,attention_same,5
1.6269,2.5762,0.3616698347114526,0.8137653671458472,03-27-19-36,XAI_SM,attention_same,6
1.0672,0.8923,0.1973846662295772,0.18267793116022113,03-27-19-45,XAI_SM,attention_opposite,0
1.2597,0.9811,0.23007945826090076,0.1642205852636876,03-27-19-45,XAI_SM,attention_opposite,1
1.0233,0.9178,0.11564600138513209,0.13105031231669625,03-27-19-45,XAI_SM,attention_opposite,2
1.4031,1.6717,0.353402294089536,0.4192243519805727,03-27-19-45,XAI_SM,attention_opposite,3
0.4412,0.8003,0.023297001485105405,0.09753180307184128,03-27-19-45,XAI_SM,attention_opposite,4
0.6797,0.9111,0.038371817568818446,0.05069534758493378,03-27-19-45,XAI_SM,attention_opposite,5
1.6398,2.5306,0.39014004063420926,0.7793761463420991,03-27-19-45,XAI_SM,attention_opposite,6
1.2342,1.6298,0.21946290593549617,0.3100204933251866,03-27-19-54,XAI_SM,random,0
0.5166,0.7355,0.051516032574969485,0.0805428229614894,03-27-19-54,XAI_SM,random,1
1.6733,2.5452,0.33110070194458646,0.949542208202632,03-27-19-54,XAI_SM,random,2
1.2117,1.6694,0.24071432789912955,0.3516882402804648,03-27-19-59,XAI_SM,attention_same,0
0.3176,0.3227,0.011423896926438385,0.016081557313330764,03-27-19-59,XAI_SM,attention_same,1
1.6846,nan,0.3780798691007469,nan,03-27-19-59,XAI_SM,attention_same,2
1.1285,1.9753,0.15573059580341747,0.30736831700525186,03-27-20-04,XAI_SM,attention_opposite,0
0.7311,0.8095,0.08987896058136413,0.0918302874191479,03-27-20-04,XAI_SM,attention_opposite,1
1.1215,1.6284,0.19456993128413488,0.3414507889431175,03-27-20-04,XAI_SM,attention_opposite,2
0.265,0.258,0.01631046942820569,0.014678773825695275,03-27-20-04,XAI_SM,attention_opposite,3
1.0697,0.6456,0.15519952248217395,0.09224086158914199,03-27-20-04,XAI_SM,attention_opposite,4
1.1463,1.3517,0.2089984063160283,0.2502384332653396,03-27-20-04,XAI_SM,attention_opposite,5
0.8314,0.8882,0.11481723598493604,0.06936723124826016,03-27-20-04,XAI_SM,attention_opposite,6
1.3923,2.1045,0.2631048482315003,0.3834543478289359,03-27-20-04,XAI_SM,attention_opposite,7
0.4991,0.3196,0.03793210492587348,0.008999120648446235,03-27-20-04,XAI_SM,attention_opposite,8
1.62,1.4155,0.2608825413526384,0.3240634055756854,03-27-20-04,XAI_SM,attention_opposite,9
2.054,nan,0.3790819579078916,nan,03-27-20-04,XAI_SM,attention_opposite,10
0.4629,0.5573,0.036378952401297085,0.033565827086210615,03-27-20-18,XAI_SM,random,0
0.3802,nan,0.022054169140878294,nan,03-27-20-18,XAI_SM,random,1
0.411,0.5674,0.040566729486780015,0.034911260638579425,03-27-20-22,XAI_SM,attention_same,0
0.79,0.8293,0.0563253425130413,0.07124485226397452,03-27-20-22,XAI_SM,attention_same,1
1.1057,0.8094,0.1868526963047078,0.05164389260579006,03-27-20-22,XAI_SM,attention_same,2
0.2489,0.2789,0.011470779743216619,0.017717624465209962,03-27-20-22,XAI_SM,attention_same,3
0.9898,1.3787,0.12407338976969133,0.2209000122452887,03-27-20-22,XAI_SM,attention_same,4
0.8656,1.3954,0.10623246490459964,0.24488861001223522,03-27-20-22,XAI_SM,attention_same,5
0.9174,1.3293,0.11993638552693843,0.20998581790847334,03-27-20-22,XAI_SM,attention_same,6
1.1227,1.0976,0.11423124398071671,0.10607864908779914,03-27-20-22,XAI_SM,attention_same,7
0.9174,0.4505,0.10672094546148628,0.04261542815345515,03-27-20-22,XAI_SM,attention_same,8
1.307,2.0746,0.2240120992282163,0.37105040086222657,03-27-20-22,XAI_SM,attention_same,9
0.7421,0.7772,0.10349712589789291,0.07828250471634621,03-27-20-22,XAI_SM,attention_same,10
2.1026,nan,0.38075970919834706,nan,03-27-20-22,XAI_SM,attention_same,11
0.4127,0.5812,0.04277808184946169,0.03655413422847222,03-27-20-36,XAI_SM,attention_opposite,0
0.3162,0.2903,0.01653057656068388,0.019708349047972883,03-27-20-36,XAI_SM,attention_opposite,1
1.0893,0.8513,0.1722424003940244,0.05208831551269961,03-27-20-36,XAI_SM,attention_opposite,2
0.2584,0.2764,0.011579977110962003,0.01743893752232097,03-27-20-36,XAI_SM,attention_opposite,3
0.8826,1.253,0.13947145423652924,0.229153359647515,03-27-20-36,XAI_SM,attention_opposite,4
1.253,2.1142,0.229153359647515,0.38162974665628474,03-27-20-36,XAI_SM,attention_opposite,5
0.3627,nan,0.02791183888671958,nan,03-27-20-36,XAI_SM,attention_opposite,6
0.9246,0.8481,0.0900585273577062,0.0751777934077881,03-27-20-46,XAI_SM,random,0
1.0004,0.566,0.1532881490197636,0.052142046971441494,03-27-20-46,XAI_SM,random,1
0.2623,0.2905,0.010936627469517084,0.014298247897993738,03-27-20-46,XAI_SM,random,2
0.8143,0.457,0.08422008634383603,0.04361401740254281,03-27-20-46,XAI_SM,random,3
0.3289,0.4787,0.023886446788846688,0.030178252586866953,03-27-20-46,XAI_SM,random,4
0.4787,0.226,0.04459955531396231,0.007450823795909825,03-27-20-46,XAI_SM,random,5
0.5503,0.7504,0.09134648381822662,0.17988419183281112,03-27-20-46,XAI_SM,random,6
0.4001,0.4297,0.042805451045948704,0.036035086982462515,03-27-20-46,XAI_SM,random,7
0.3313,0.3487,0.010036661058639602,0.00865898806177458,03-27-20-46,XAI_SM,random,8
0.4533,0.3931,0.0373218789192185,0.022717800347997984,03-27-20-46,XAI_SM,random,9
0.5898,0.6529,0.04713250218553121,0.04081186000407277,03-27-20-58,XAI_SM,attention_same,0
0.5186,0.4437,0.031456512011761875,0.032113206915784696,03-27-20-58,XAI_SM,attention_same,1
0.4437,nan,0.032113206915784696,nan,03-27-20-58,XAI_SM,attention_same,2
0.7148,0.8948,0.057487042915526386,0.10882237497074637,03-27-21-03,XAI_SM,attention_opposite,0
0.8536,0.434,0.07736732291756356,0.037477621843022585,03-27-21-03,XAI_SM,attention_opposite,1
0.7563,0.7802,0.08709972865375261,0.08021562716546506,03-27-21-03,XAI_SM,attention_opposite,2
0.9956,0.6659,0.14795039817270186,0.059564463780272345,03-27-21-03,XAI_SM,attention_opposite,3
1.2936,1.6239,0.21697052205861542,0.310363546377466,03-27-21-03,XAI_SM,attention_opposite,4
1.148,1.3302,0.15803613880784562,0.273285874563605,03-27-21-03,XAI_SM,attention_opposite,5
1.5983,2.6282,0.29514035972226504,1.0,03-27-21-03,XAI_SM,attention_opposite,6
1.1769,1.0374,0.19710224857494205,0.17169850392328018,03-27-21-12,XAI_SM,random,0
1.051,0.6892,0.14929517538960405,0.09769433526962353,03-27-21-12,XAI_SM,random,1
0.9929,1.0119,0.08706525957957312,0.07193509626169546,03-27-21-12,XAI_SM,random,2
1.0768,0.969,0.18854218527416197,0.15549037840080177,03-27-21-12,XAI_SM,random,3
1.1756,1.2948,0.10115573329137238,0.12724061489514554,03-27-21-12,XAI_SM,random,4
1.0373,0.7608,0.1319982759511431,0.04820278312924379,03-27-21-12,XAI_SM,random,5
1.4669,1.5495,0.3012871559257149,0.33488428410813187,03-27-21-12,XAI_SM,random,6
1.9441,0.903,0.3620153617820065,0.1046995417892049,03-27-21-12,XAI_SM,random,7
1.4741,2.4515,0.31432550900919315,0.4765163099524177,03-27-21-12,XAI_SM,random,8
2.4515,2.5137,0.4765163099524177,0.5999132744106581,03-27-21-12,XAI_SM,random,9
1.0755,1.2744,0.18656138181582613,0.2170496618802636,03-27-21-25,XAI_SM,attention_same,0
0.6673,0.4211,0.040754460609195214,0.024011276452765785,03-27-21-25,XAI_SM,attention_same,1
1.3263,1.1655,0.24007616772109228,0.21539307112741612,03-27-21-25,XAI_SM,attention_same,2
1.7661,1.0187,0.34277485334791663,0.10884985368554027,03-27-21-25,XAI_SM,attention_same,3
0.6954,1.0523,0.09811487885106085,0.17323778549208704,03-27-21-25,XAI_SM,attention_same,4
2.0808,2.6455,0.4438116839535655,0.91234359576392,03-27-21-25,XAI_SM,attention_same,5
1.0603,0.996,0.09560788404724535,0.13302710124606376,03-27-21-33,XAI_SM,attention_opposite,0
1.0274,1.1782,0.21349194175338382,0.25522053358143665,03-27-21-33,XAI_SM,attention_opposite,1
2.2434,2.3248,0.4245383761798325,0.46352342582894007,03-27-21-33,XAI_SM,attention_opposite,2
1.9671,nan,0.38603209201840116,nan,03-27-21-33,XAI_SM,attention_opposite,3
1.2723,nan,0.27102414928134544,nan,03-27-21-39,XAI_SM,random,0
2.0029,2.0897,0.38679355052562914,0.36120079500428753,03-27-21-42,XAI_SM,attention_same,0
0.9759,nan,0.13702107107037187,nan,03-27-21-42,XAI_SM,attention_same,1
1.8997,2.4779,0.3780409471900329,0.39643629574606293,03-27-21-46,XAI_SM,attention_opposite,0
0.9806,nan,0.13352952671055313,nan,03-27-21-46,XAI_SM,attention_opposite,1
0.3171,0.5916,0.03159620442719171,0.0963544076652649,03-27-21-50,XAI_SM,random,0
1.2578,1.0562,0.17186542419188458,0.13687182001649323,03-27-21-50,XAI_SM,random,1
1.0567,nan,0.11507422358374693,nan,03-27-21-50,XAI_SM,random,2
0.3042,0.6072,0.02870198020244335,0.10534092062545194,03-27-21-54,XAI_SM,attention_same,0
0.9786,1.0803,0.19726832782465772,0.18057722839845625,03-27-21-54,XAI_SM,attention_same,1
