cte_max_before,cte_max_after,steering_l2_before,steering_l2_after,time,mutation type,mutation method,episode
1.1154,1.0842,0.14767645663927578,0.15863388792618785,03-24-11-39,XAI_FSC,attention_opposite,7
0.5452,nan,0.06569987316135233,nan,03-24-11-39,XAI_FSC,attention_opposite,8
0.6777,0.772,0.04981648954270293,0.06210763717025494,03-24-11-51,RANDOM_FSC,random,0
0.8443,0.7426,0.02979580933632355,0.027764480075928785,03-24-11-51,RANDOM_FSC,random,1
0.9856,0.633,0.11719497398053066,0.049645799550807446,03-24-11-51,RANDOM_FSC,random,2
1.2932,1.2677,0.1491979480352553,0.145146253536697,03-24-11-51,RANDOM_FSC,random,3
0.815,0.6242,0.0595502231564453,0.03882639248029949,03-24-11-51,RANDOM_FSC,random,4
0.8718,1.2026,0.09520770114912945,0.2537229906639829,03-24-11-51,RANDOM_FSC,random,5
1.2026,nan,0.2537229906639829,nan,03-24-11-51,RANDOM_FSC,random,6
1.356,1.2492,0.17427834573731754,0.14734527001154582,03-24-12-00,XAI_FSC,random,0
0.9304,0.693,0.09899929945777196,0.048275732352600804,03-24-12-00,XAI_FSC,random,1
1.4775,2.0806,0.25459398556262064,0.3645881451184853,03-24-12-00,XAI_FSC,random,2
0.7941,0.8758,0.06237513075645184,0.07094871621495756,03-24-12-00,XAI_FSC,random,3
1.3738,1.9653,0.22594889829077047,0.3872367219552867,03-24-12-00,XAI_FSC,random,4
1.9653,nan,0.3872367219552867,nan,03-24-12-00,XAI_FSC,random,5
1.2695,1.3022,0.16357051203236495,0.13473514567101816,03-24-12-08,XAI_FSC,attention_same,0
0.6149,1.085,0.0848525780081723,0.16561804249476997,03-24-12-08,XAI_FSC,attention_same,1
0.9782,0.6829,0.10805002256422516,0.04695723552799844,03-24-12-08,XAI_FSC,attention_same,2
0.163,0.3192,0.005191611468549802,0.0034286635688819383,03-24-12-08,XAI_FSC,attention_same,3
0.6461,0.5613,0.034944103334043124,0.045380699472791323,03-24-12-08,XAI_FSC,attention_same,4
1.4856,2.273,0.318989457039522,0.45512342834554265,03-24-12-08,XAI_FSC,attention_same,5
0.9088,0.3506,0.12411068659122565,0.02831067209289447,03-24-12-08,XAI_FSC,attention_same,6
0.8434,0.918,0.06907164292232801,0.057786132390230185,03-24-12-08,XAI_FSC,attention_same,7
0.688,0.8905,0.06555299326212531,0.10337676623076962,03-24-12-08,XAI_FSC,attention_same,8
2.2053,2.5385,0.38101726751965914,0.9959119632641205,03-24-12-08,XAI_FSC,attention_same,9
0.3632,0.4667,0.02325549572763954,0.034963879634422525,03-24-12-22,XAI_FSC,attention_opposite,0
1.6852,2.5177,0.2960632989981161,0.9813487671377501,03-24-12-22,XAI_FSC,attention_opposite,1
0.7695,0.908,0.06451151223945137,0.12824639259387452,03-24-12-25,RANDOM_FSC,random,0
1.1165,0.8159,0.18822279191278174,0.11889745307231134,03-24-12-25,RANDOM_FSC,random,1
0.8891,1.0419,0.06929907881405231,0.0647158813235947,03-24-12-25,RANDOM_FSC,random,2
1.2864,1.3241,0.16653327438958201,0.17716697910027027,03-24-12-25,RANDOM_FSC,random,3
0.322,0.6888,0.0354494325630699,0.10465452615181611,03-24-12-25,RANDOM_FSC,random,4
0.3887,0.8157,0.03647685359817264,0.09149080264245198,03-24-12-25,RANDOM_FSC,random,5
0.5799,0.8171,0.057939888598403384,0.08006399300419403,03-24-12-25,RANDOM_FSC,random,6
1.3981,0.9757,0.1638402956985208,0.08435308616372564,03-24-12-25,RANDOM_FSC,random,7
0.9584,0.9277,0.08922485112865658,0.06179661426077516,03-24-12-25,RANDOM_FSC,random,8
0.7588,0.8014,0.08700176159720543,0.076316226456378,03-24-12-25,RANDOM_FSC,random,9
0.894,1.1643,0.11746752428645629,0.19798159567603799,03-24-12-25,RANDOM_FSC,random,10
1.2154,1.6672,0.14707783111097447,0.3060266663540976,03-24-12-25,RANDOM_FSC,random,11
0.6577,0.7713,0.08771416303405846,0.12304664171936504,03-24-12-25,RANDOM_FSC,random,12
0.5739,0.8654,0.06402920226482213,0.12196188292044789,03-24-12-25,RANDOM_FSC,random,13
0.607,0.8254,0.07100732688367943,0.13499245880046404,03-24-12-25,RANDOM_FSC,random,14
0.8254,0.9893,0.13499245880046404,0.13171433091879192,03-24-12-25,RANDOM_FSC,random,15
0.9036,0.8417,0.07461458670972818,0.06869176893261068,03-24-12-25,RANDOM_FSC,random,16
0.9372,0.7574,0.12886826637189908,0.12011429978904647,03-24-12-25,RANDOM_FSC,random,17
1.2973,0.7144,0.2321752860126568,0.08677602004165462,03-24-12-25,RANDOM_FSC,random,18
0.5787,0.68,0.07622195511163646,0.07228063116014459,03-24-12-25,RANDOM_FSC,random,19
0.5425,0.6446,0.05066615506851375,0.054993357603776355,03-24-12-25,RANDOM_FSC,random,20
0.686,0.6475,0.09827284460590983,0.06836865719903122,03-24-12-25,RANDOM_FSC,random,21
0.4591,0.5487,0.041953005601381155,0.05784876992181409,03-24-12-25,RANDOM_FSC,random,22
0.4035,0.4415,0.047564426225355665,0.04896520863849653,03-24-12-25,RANDOM_FSC,random,23
0.8695,0.8515,0.12642208297817548,0.10091184522162304,03-24-12-25,RANDOM_FSC,random,24
0.8077,1.3528,0.12200916821605425,0.2695245851116287,03-24-12-25,RANDOM_FSC,random,25
1.076,1.0401,0.10290406931479218,0.09435838067289873,03-24-12-25,RANDOM_FSC,random,26
0.2738,0.2588,0.020129829326803173,0.016672836918363,03-24-12-25,RANDOM_FSC,random,27
1.3337,2.1455,0.2674291670976758,0.4347882385014739,03-24-12-25,RANDOM_FSC,random,28
1.2723,0.925,0.1320334881844926,0.09633680698594184,03-24-12-25,RANDOM_FSC,random,29
0.7708,0.7936,0.05324131158522919,0.05929804405047074,03-24-12-25,RANDOM_FSC,random,30
1.2603,1.0238,0.09513759318051863,0.08525586938658451,03-24-12-25,RANDOM_FSC,random,31
0.6609,0.7477,0.06865843098441834,0.09507636700382466,03-24-12-25,RANDOM_FSC,random,32
0.8518,1.0552,0.0656978297789501,0.1026968329992424,03-24-12-25,RANDOM_FSC,random,33
1.1648,0.5825,0.0989893577958414,0.04243349301513916,03-24-12-25,RANDOM_FSC,random,34
1.0385,1.2694,0.17699662023111057,0.2502034531494062,03-24-12-25,RANDOM_FSC,random,35
0.3491,0.2764,0.01980381568332908,0.011757473233888921,03-24-12-25,RANDOM_FSC,random,36
1.9867,2.6137,0.5057647209614751,0.9640186645583194,03-24-12-25,RANDOM_FSC,random,37
0.6268,0.5562,0.0801722778514082,0.05820630464090378,03-24-13-07,XAI_FSC,random,0
0.3348,0.6633,0.03649326233013962,0.10200745449702135,03-24-13-07,XAI_FSC,random,1
1.2475,1.3668,0.1703095614891016,0.2073253661655942,03-24-13-07,XAI_FSC,random,2
0.6238,0.5786,0.05964670726188887,0.04373232491663186,03-24-13-07,XAI_FSC,random,3
0.9469,1.0384,0.08393175578286094,0.12209737104794775,03-24-13-07,XAI_FSC,random,4
0.7601,0.941,0.07663235413182887,0.1151870812425348,03-24-13-07,XAI_FSC,random,5
1.0005,0.9827,0.12852537703410305,0.12219619669788613,03-24-13-07,XAI_FSC,random,6
0.6639,0.7717,0.09807097852103883,0.11254628573109654,03-24-13-07,XAI_FSC,random,7
0.9306,1.4199,0.11513793667146595,0.2389472429549653,03-24-13-07,XAI_FSC,random,8
1.6102,2.5436,0.2735216961096966,0.8342392573613882,03-24-13-07,XAI_FSC,random,9
0.6286,0.5651,0.09248381817348587,0.04790649160966229,03-24-13-20,XAI_FSC,attention_same,0
0.3672,0.6501,0.03674099264069455,0.10000193549590859,03-24-13-20,XAI_FSC,attention_same,1
0.3202,0.4015,0.012276756420468314,0.03246809079287432,03-24-13-20,XAI_FSC,attention_same,2
0.6497,0.8029,0.10030529105333982,0.14592550021318415,03-24-13-20,XAI_FSC,attention_same,3
0.6216,0.554,0.0693232083003037,0.049270892340183184,03-24-13-20,XAI_FSC,attention_same,4
1.2701,0.9918,0.15721010946004924,0.07006938854606909,03-24-13-20,XAI_FSC,attention_same,5
0.5111,0.5822,0.05066575490374948,0.04645011160849216,03-24-13-20,XAI_FSC,attention_same,6
0.9564,0.772,0.07385045392546417,0.0375174176584004,03-24-13-20,XAI_FSC,attention_same,7
0.5594,0.6234,0.07192509760646784,0.04631286366963399,03-24-13-20,XAI_FSC,attention_same,8
0.6394,0.9487,0.046481690393766345,0.12054642781298304,03-24-13-20,XAI_FSC,attention_same,9
1.431,1.6743,0.2555312059217126,0.3485585197942986,03-24-13-20,XAI_FSC,attention_same,10
1.6743,2.6141,0.3485585197942986,0.7774811893749393,03-24-13-20,XAI_FSC,attention_same,11
0.4715,0.8389,0.06298658095877856,0.12053910197945468,03-24-13-36,XAI_FSC,attention_opposite,0
0.3684,0.6526,0.03668269862801832,0.09345442491568152,03-24-13-36,XAI_FSC,attention_opposite,1
0.8497,0.9641,0.12079891869200143,0.13070313011714274,03-24-13-36,XAI_FSC,attention_opposite,2
0.6636,0.765,0.1018486983929515,0.12216952391958613,03-24-13-36,XAI_FSC,attention_opposite,3
0.8531,0.6574,0.13422224696064392,0.07151851362918331,03-24-13-36,XAI_FSC,attention_opposite,4
1.2983,0.9515,0.17602771478827217,0.0855482096297111,03-24-13-36,XAI_FSC,attention_opposite,5
0.6435,0.6523,0.07170059114327151,0.05337022780410856,03-24-13-36,XAI_FSC,attention_opposite,6
0.9338,0.6249,0.07105434277123977,0.05000300821188621,03-24-13-36,XAI_FSC,attention_opposite,7
0.5838,0.6167,0.07002556564680902,0.06269289021551624,03-24-13-36,XAI_FSC,attention_opposite,8
0.7562,0.9804,0.0724007489350917,0.1370624180737289,03-24-13-36,XAI_FSC,attention_opposite,9
0.392,0.2001,0.018227912815908708,0.014664158562799548,03-24-13-36,XAI_FSC,attention_opposite,10
0.7483,0.7315,0.08814851842143732,0.09372433781060399,03-24-13-36,XAI_FSC,attention_opposite,11
0.8235,1.3455,0.13665319188098374,0.25025286826376114,03-24-13-36,XAI_FSC,attention_opposite,12
1.3455,1.6789,0.25025286826376114,0.3736652085088197,03-24-13-36,XAI_FSC,attention_opposite,13
1.1071,0.9341,0.14448836488950503,0.09342514228220777,03-24-13-36,XAI_FSC,attention_opposite,14
0.6662,1.1544,0.08517472341915555,0.19051213842528378,03-24-13-36,XAI_FSC,attention_opposite,15
0.6401,0.8365,0.051560515332595785,0.09980032835485524,03-24-13-36,XAI_FSC,attention_opposite,16
0.7946,1.0236,0.1131004972223252,0.16254949553931902,03-24-13-36,XAI_FSC,attention_opposite,17
2.0016,2.584,0.4366031759699027,0.9196259514608421,03-24-13-36,XAI_FSC,attention_opposite,18
0.6124,0.8696,0.08189505025878155,0.12617784081634537,03-24-13-59,RANDOM_FSC,random,0
0.897,0.9217,0.06803154454107514,0.08336644494684387,03-24-13-59,RANDOM_FSC,random,1
0.2391,0.2852,0.0023002213921790057,0.006598719979778767,03-24-13-59,RANDOM_FSC,random,2
0.8517,1.2232,0.11739897588385856,0.1896373832809788,03-24-13-59,RANDOM_FSC,random,3
1.1068,1.1002,0.11381810751328182,0.12928330280743602,03-24-13-59,RANDOM_FSC,random,4
1.1326,1.5867,0.2694100187231198,0.3376871559801693,03-24-13-59,RANDOM_FSC,random,5
0.2095,0.1996,0.009074567302152474,0.006298608023268061,03-24-13-59,RANDOM_FSC,random,6
1.1134,nan,0.2352199146813023,nan,03-24-13-59,RANDOM_FSC,random,7
0.8069,1.2033,0.08987948016744039,0.18314345918230368,03-24-14-10,XAI_FSC,random,0
0.8482,1.2018,0.0694140989937121,0.16127985825455432,03-24-14-10,XAI_FSC,random,1
1.2433,1.5676,0.19526543052951126,0.23588816115820632,03-24-14-10,XAI_FSC,random,2
1.5676,nan,0.23588816115820632,nan,03-24-14-10,XAI_FSC,random,3
0.761,1.2388,0.09131143206007081,0.19156857419779477,03-24-14-16,XAI_FSC,attention_same,0
1.0629,0.9048,0.1172165318676527,0.0874274152397113,03-24-14-16,XAI_FSC,attention_same,1
0.3285,0.249,0.007505638325804423,0.0033474311907625938,03-24-14-16,XAI_FSC,attention_same,2
0.9755,2.031,0.21012902151627846,0.412831442047189,03-24-14-16,XAI_FSC,attention_same,3
0.7276,1.2171,0.10345572428411859,0.18206403987596684,03-24-14-16,XAI_FSC,attention_same,4
0.2095,0.2472,0.002414936611247865,0.008152974263650171,03-24-14-16,XAI_FSC,attention_same,5
1.1741,1.6155,0.18886681475209535,0.29547886712681065,03-24-14-16,XAI_FSC,attention_same,6
1.0755,nan,0.23513285912006002,nan,03-24-14-16,XAI_FSC,attention_same,7
0.7625,1.3705,0.08882440899985627,0.22744661217004367,03-24-14-27,XAI_FSC,attention_opposite,0
1.0882,0.859,0.12174692793934472,0.08642072057389033,03-24-14-27,XAI_FSC,attention_opposite,1
0.6093,0.7242,0.039047331943510316,0.04453821669039044,03-24-14-27,XAI_FSC,attention_opposite,2
1.1115,1.6765,0.2125111116894033,0.36638859309666816,03-24-14-27,XAI_FSC,attention_opposite,3
0.7732,1.2233,0.09867443908071803,0.21584731245508249,03-24-14-27,XAI_FSC,attention_opposite,4
0.3425,0.5757,0.017790636571825846,0.04977244111916497,03-24-14-27,XAI_FSC,attention_opposite,5
0.8456,0.6581,0.06621335259610289,0.03416337398514795,03-24-14-27,XAI_FSC,attention_opposite,6
1.1112,nan,0.24758847209239584,nan,03-24-14-27,XAI_FSC,attention_opposite,7
0.7655,0.9073,0.08501774343856808,0.08283422317603457,03-24-14-38,RANDOM_FSC,random,0
0.574,0.6261,0.043594567288678644,0.040655822888654075,03-24-14-38,RANDOM_FSC,random,1
1.5898,2.3743,0.18046405655046482,0.22873958794524982,03-24-14-38,RANDOM_FSC,random,2
0.5514,0.5024,0.025877542575238183,0.02356406484614964,03-24-14-38,RANDOM_FSC,random,3
0.6037,0.3305,0.05665664037896434,0.02274881799193544,03-24-14-38,RANDOM_FSC,random,4
0.4381,0.4266,0.021209707119179938,0.02579223769776421,03-24-14-38,RANDOM_FSC,random,5
0.4543,0.4565,0.03228937858322091,0.047391560268315897,03-24-14-38,RANDOM_FSC,random,6
0.3863,0.3579,0.022349233508281195,0.023098397972800607,03-24-14-38,RANDOM_FSC,random,7
2.1891,2.0353,0.3524762586949876,0.38495794241258413,03-24-14-38,RANDOM_FSC,random,8
0.5382,0.6592,0.06054633911381251,0.0761057579001668,03-24-14-38,RANDOM_FSC,random,9
0.9405,0.9135,0.0666905435813343,0.0690664284924753,03-24-14-38,RANDOM_FSC,random,10
0.3648,0.369,0.023271547170353152,0.0239378134183004,03-24-14-38,RANDOM_FSC,random,11
0.369,0.3669,0.0239378134183004,0.02364395696880533,03-24-14-38,RANDOM_FSC,random,12
0.3669,0.4068,0.02364395696880533,0.024663141576168942,03-24-14-38,RANDOM_FSC,random,13
0.7444,0.8166,0.13448061313569448,0.13571099796327213,03-24-14-38,RANDOM_FSC,random,14
0.66,0.5863,0.09431379864697022,0.1077108577820269,03-24-14-38,RANDOM_FSC,random,15
0.4819,0.5231,0.047648613636014955,0.05542736954976105,03-24-14-38,RANDOM_FSC,random,16
0.5231,0.4827,0.05542736954976105,0.045574032378961425,03-24-14-38,RANDOM_FSC,random,17
0.9481,0.9991,0.07111318582759792,0.0648515735976804,03-24-14-38,RANDOM_FSC,random,18
0.7221,0.7306,0.080359930475568,0.08187976102105089,03-24-14-38,RANDOM_FSC,random,19
0.4902,0.4652,0.04651681484248086,0.04597365869589636,03-24-14-38,RANDOM_FSC,random,20
1.9458,2.0689,0.2272639424626718,0.24183830357348013,03-24-14-38,RANDOM_FSC,random,21
0.5338,0.5728,0.05879164622841104,0.06517772893639731,03-24-14-38,RANDOM_FSC,random,22
1.0735,1.0363,0.08218252323855835,0.07804719977472678,03-24-14-38,RANDOM_FSC,random,23
2.0722,2.1148,0.24092244637364923,0.2430033853013494,03-24-14-38,RANDOM_FSC,random,24
0.5802,0.5793,0.11026879849416547,0.10621350245748827,03-24-14-38,RANDOM_FSC,random,25
1.0702,0.8347,0.06774822802039812,0.05513831664354268,03-24-14-38,RANDOM_FSC,random,26
0.3804,0.3677,0.027131258846101573,0.021439142362556767,03-24-14-38,RANDOM_FSC,random,27
0.8882,0.8968,0.0656720482348107,0.06332478222127938,03-24-14-38,RANDOM_FSC,random,28
0.8767,1.0175,0.05037870974524613,0.06861002844098031,03-24-14-38,RANDOM_FSC,random,29
0.3576,0.3752,0.021905733614846486,0.023457458453426117,03-24-14-38,RANDOM_FSC,random,30
1.1951,1.2236,0.13725625442789757,0.14348092308329113,03-24-14-38,RANDOM_FSC,random,31
0.4392,0.4104,0.0254546653206718,0.024981004831134964,03-24-14-38,RANDOM_FSC,random,32
0.87,0.7704,0.14225928230065826,0.13935578353732045,03-24-14-38,RANDOM_FSC,random,33
0.419,0.37,0.030891898027241713,0.02567340148526155,03-24-14-38,RANDOM_FSC,random,34
0.451,0.4714,0.040729138491762205,0.04376652107960367,03-24-14-38,RANDOM_FSC,random,35
0.5841,0.6617,0.10681214776531806,0.09773364642801585,03-24-14-38,RANDOM_FSC,random,36
0.4941,0.4864,0.047228084466931775,0.048465933357338,03-24-14-38,RANDOM_FSC,random,37
0.4864,0.4755,0.048465933357338,0.046428361768384295,03-24-14-38,RANDOM_FSC,random,38
0.7342,0.967,0.0838195342595748,0.09244451329124434,03-24-15-21,XAI_FSC,random,0
1.6124,2.1217,0.1698339871655125,0.25249462531410244,03-24-15-21,XAI_FSC,random,1
0.5765,0.4742,0.025898820979947015,0.02612021617513091,03-24-15-21,XAI_FSC,random,2
0.7163,0.7524,0.11306239909173126,0.06851325798199606,03-24-15-21,XAI_FSC,random,3
0.7588,0.9007,0.07612317642017616,0.07079584544028865,03-24-15-28,XAI_FSC,attention_same,0
0.9492,0.5446,0.10633545454516542,0.027485907446828755,03-24-15-28,XAI_FSC,attention_same,1
0.7986,0.8061,0.08548172859795104,0.056346815195193155,03-24-15-28,XAI_FSC,attention_same,2
1.0169,0.9999,0.08709301756644455,0.08049100499577762,03-24-15-28,XAI_FSC,attention_same,3
0.5734,0.7824,0.060981326490482206,0.0437781732697314,03-24-15-28,XAI_FSC,attention_same,4
0.8518,1.4408,0.10629173411784874,0.23284663096985178,03-24-15-28,XAI_FSC,attention_same,5
1.5934,2.5858,0.37254672760963514,0.8862910689632427,03-24-15-28,XAI_FSC,attention_same,6
0.6795,0.8989,0.06474181768668498,0.07358780368600544,03-24-15-38,XAI_FSC,attention_opposite,0
0.9307,0.5355,0.09872692715296187,0.0258048990982406,03-24-15-38,XAI_FSC,attention_opposite,1
0.8002,0.8241,0.0948876710386171,0.047964740339856766,03-24-15-38,XAI_FSC,attention_opposite,2
1.0003,0.8864,0.09346787817506895,0.06999734214479326,03-24-15-38,XAI_FSC,attention_opposite,3
0.9512,1.0522,0.10982314295335344,0.13150817856791638,03-24-15-38,XAI_FSC,attention_opposite,4
0.8408,0.8391,0.10081518378819898,0.10896321703630935,03-24-15-38,XAI_FSC,attention_opposite,5
0.8642,0.8593,0.15751313799866587,0.16092212580364212,03-24-15-38,XAI_FSC,attention_opposite,6
1.4885,1.4452,0.156130396996813,0.16302102237031185,03-24-15-38,XAI_FSC,attention_opposite,7
1.0202,1.0093,0.12538985722529541,0.12550601874961242,03-24-15-38,XAI_FSC,attention_opposite,8
0.8166,0.8628,0.056871629126283525,0.061047060299859325,03-24-15-38,XAI_FSC,attention_opposite,9
0.9153,0.924,0.08579854337645464,0.07436325713860224,03-24-15-38,XAI_FSC,attention_opposite,10
0.4651,0.4908,0.03935076626974995,0.03849070746135951,03-24-15-38,XAI_FSC,attention_opposite,11
0.5437,0.553,0.0574189996160364,0.0550688268870084,03-24-15-38,XAI_FSC,attention_opposite,12
0.8056,0.8525,0.07688961436797671,0.054575875275461976,03-24-15-38,XAI_FSC,attention_opposite,13
1.0648,1.075,0.16361072140528202,0.14597699286827226,03-24-15-38,XAI_FSC,attention_opposite,14
0.8406,0.813,0.06536888739341035,0.06992903268401494,03-24-15-38,XAI_FSC,attention_opposite,15
0.4728,0.5164,0.03858060233719975,0.04335537507463901,03-24-15-38,XAI_FSC,attention_opposite,16
0.8376,0.7634,0.056920862626729726,0.054456286342365504,03-24-15-38,XAI_FSC,attention_opposite,17
0.9839,1.0249,0.11133374041310785,0.13054199135821573,03-24-15-38,XAI_FSC,attention_opposite,18
1.486,1.4893,0.2887846213886684,0.2756533596502129,03-24-15-38,XAI_FSC,attention_opposite,19
0.8705,0.8633,0.16154845762073433,0.15672306648901627,03-24-15-38,XAI_FSC,attention_opposite,20
1.0242,1.0033,0.1193168590517636,0.1325256272137627,03-24-15-38,XAI_FSC,attention_opposite,21
1.6004,1.5375,0.3046376018809357,0.3049270795115965,03-24-15-38,XAI_FSC,attention_opposite,22
1.5375,1.5419,0.3049270795115965,0.29531085154569137,03-24-15-38,XAI_FSC,attention_opposite,23
1.5419,1.4929,0.29531085154569137,0.2977235530115993,03-24-15-38,XAI_FSC,attention_opposite,24
1.4929,1.4941,0.2977235530115993,0.3148014241503353,03-24-15-38,XAI_FSC,attention_opposite,25
0.4803,0.5494,0.023705006561451927,0.025668882778545486,03-24-15-38,XAI_FSC,attention_opposite,26
0.8743,0.9159,0.06516011800292901,0.07475237855155932,03-24-15-38,XAI_FSC,attention_opposite,27
0.5415,0.5096,0.055133618984945974,0.05310045337778966,03-24-15-38,XAI_FSC,attention_opposite,28
0.8096,0.8303,0.14301991486225896,0.15220256198591964,03-24-15-38,XAI_FSC,attention_opposite,29
0.8439,0.8555,0.062355922521170684,0.05871262787518728,03-24-15-38,XAI_FSC,attention_opposite,30
1.4668,1.4863,0.16205050715137448,0.15833477006049854,03-24-15-38,XAI_FSC,attention_opposite,31
0.8817,0.8548,0.11004772492945923,0.10881238464800913,03-24-15-38,XAI_FSC,attention_opposite,32
0.5382,0.532,0.055978071317255955,0.05327487855054826,03-24-15-38,XAI_FSC,attention_opposite,33
1.504,1.4727,0.16129627044372666,0.16906874281787485,03-24-15-38,XAI_FSC,attention_opposite,34
1.4727,1.5227,0.16906874281787485,0.16639078619971326,03-24-15-38,XAI_FSC,attention_opposite,35
0.5552,0.5399,0.0522238922592156,0.052926964792597474,03-24-15-38,XAI_FSC,attention_opposite,36
1.0338,1.0676,0.14074506869834222,0.14937129284184084,03-24-15-38,XAI_FSC,attention_opposite,37
0.776,0.8346,0.05141063539172212,0.05902962350456809,03-24-15-38,XAI_FSC,attention_opposite,38
1.0428,1.0677,0.19506190184685565,0.21579751281794568,03-24-16-26,RANDOM_FSC,random,0
0.9241,nan,0.12181473810314253,nan,03-24-16-26,RANDOM_FSC,random,1
1.0891,1.085,0.19301921743934677,0.20330731114450018,03-24-16-30,XAI_FSC,random,0
1.085,1.0695,0.20330731114450018,0.24491316804247723,03-24-16-30,XAI_FSC,random,1
0.6945,0.6944,0.052651774562665385,0.0677675608947692,03-24-16-30,XAI_FSC,random,2
1.595,2.3752,0.3264080738993925,0.43565030967506074,03-24-16-30,XAI_FSC,random,3
1.0509,1.4395,0.2255098460682711,0.30974918228073306,03-24-16-30,XAI_FSC,random,4
1.4395,1.9677,0.30974918228073306,0.4235672222964094,03-24-16-30,XAI_FSC,random,5
1.9677,2.5515,0.4235672222964094,0.9830097345626438,03-24-16-30,XAI_FSC,random,6
1.0163,1.1294,0.08701986626536491,0.10448791652259219,03-24-16-40,XAI_FSC,attention_same,0
1.3929,2.5134,0.27492767257688144,0.9523468284547761,03-24-16-40,XAI_FSC,attention_same,1
1.0692,1.0852,0.18707525575606904,0.21500815940204132,03-24-16-44,XAI_FSC,attention_opposite,0
1.3704,2.2078,0.2856943952181681,0.41761720997052715,03-24-16-44,XAI_FSC,attention_opposite,1
0.9766,0.7884,0.07004133232278145,0.04591121947162416,03-24-16-44,XAI_FSC,attention_opposite,2
0.7884,0.5194,0.04591121947162416,0.026457134100924252,03-24-16-44,XAI_FSC,attention_opposite,3
0.922,0.9551,0.0879504171428059,0.09665612831745814,03-24-16-44,XAI_FSC,attention_opposite,4
0.6964,1.118,0.10600217326201879,0.21259579195346637,03-24-16-44,XAI_FSC,attention_opposite,5
1.2843,1.4448,0.17109456335210405,0.2446810233246413,03-24-16-44,XAI_FSC,attention_opposite,6
1.0596,1.3889,0.1920431639009758,0.2625492129680437,03-24-16-44,XAI_FSC,attention_opposite,7
0.9898,0.798,0.18272968707702308,0.08607180558493681,03-24-16-44,XAI_FSC,attention_opposite,8
1.0122,0.9096,0.17828654652342013,0.1352974826108568,03-24-16-44,XAI_FSC,attention_opposite,9
1.0573,0.9933,0.1038193238844288,0.13349357421081967,03-24-16-44,XAI_FSC,attention_opposite,10
1.1152,1.5438,0.18245303896835255,0.2601928501513506,03-24-16-44,XAI_FSC,attention_opposite,11
0.8288,1.2767,0.11321641787430638,0.23070402585561306,03-24-16-44,XAI_FSC,attention_opposite,12
2.3888,2.5814,0.3648887227249381,0.7219997743439561,03-24-16-44,XAI_FSC,attention_opposite,13
0.3403,0.3491,0.014848228524051358,0.005101307057516451,03-24-17-02,RANDOM_FSC,random,0
0.2747,0.2742,0.004061469090212464,0.006166566528684783,03-24-17-02,RANDOM_FSC,random,1
0.7158,1.0873,0.10079499125652723,0.18232708322414073,03-24-17-02,RANDOM_FSC,random,2
0.2419,0.2555,0.00644105773009641,0.01073006124665978,03-24-17-02,RANDOM_FSC,random,3
0.4244,0.4158,0.008749867337636209,0.0077735803790949486,03-24-17-02,RANDOM_FSC,random,4
0.8404,0.8772,0.08349924240794902,0.11417979629326623,03-24-17-02,RANDOM_FSC,random,5
0.7382,0.4308,0.07278539866718456,0.03208484950612537,03-24-17-02,RANDOM_FSC,random,6
0.8683,1.3072,0.11060119357912254,0.22655926097167817,03-24-17-02,RANDOM_FSC,random,7
1.1038,0.9658,0.10766854426796306,0.10856348303616403,03-24-17-02,RANDOM_FSC,random,8
0.3732,0.4429,0.0033538051597737915,0.023675764653455295,03-24-17-02,RANDOM_FSC,random,9
0.7435,0.8682,0.03995461654143017,0.050350234520140064,03-24-17-02,RANDOM_FSC,random,10
0.333,0.526,0.024174300050673506,0.05913415486850978,03-24-17-02,RANDOM_FSC,random,11
0.8588,0.8415,0.04772674031115575,0.045623659382483105,03-24-17-02,RANDOM_FSC,random,12
1.4207,0.9752,0.20664509516751295,0.11713895964356659,03-24-17-02,RANDOM_FSC,random,13
1.1375,1.1778,0.08017477978572318,0.07959406341368894,03-24-17-02,RANDOM_FSC,random,14
1.3316,1.837,0.22712864281974693,0.33467049564358775,03-24-17-02,RANDOM_FSC,random,15
0.5166,0.8027,0.061287500568774966,0.11307134675551843,03-24-17-02,RANDOM_FSC,random,16
0.9045,1.1557,0.12836163957753535,0.2605903641529356,03-24-17-02,RANDOM_FSC,random,17
1.1557,1.53,0.2605903641529356,0.32630114052192755,03-24-17-02,RANDOM_FSC,random,18
1.0286,1.0803,0.06867166610914309,0.08017871189310904,03-24-17-02,RANDOM_FSC,random,19
1.6297,nan,0.30185621982067534,nan,03-24-17-02,RANDOM_FSC,random,20
0.7322,1.0352,0.0662567226651377,0.14168842975979715,03-24-17-27,XAI_FSC,random,0
0.8561,0.7627,0.10695727807643624,0.0913696255030661,03-24-17-27,XAI_FSC,random,1
0.7627,0.7883,0.0913696255030661,0.07415966926914623,03-24-17-27,XAI_FSC,random,2
1.0614,0.6417,0.10272128308918782,0.05948606013175653,03-24-17-27,XAI_FSC,random,3
0.7851,0.8507,0.05794906656960144,0.10050947897889377,03-24-17-27,XAI_FSC,random,4
0.3665,0.4512,0.01863058104988894,0.030518213490820897,03-24-17-27,XAI_FSC,random,5
0.8222,0.813,0.15265745772968028,0.12283130958784687,03-24-17-27,XAI_FSC,random,6
1.4469,1.6245,0.23989066134758438,0.29820953287113433,03-24-17-27,XAI_FSC,random,7
