,mutation_id,file,confidence,mutation_point_x,mutation_point_y,rel_intensity_before,rel_intensity_after
0,1,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN1.npy,0.9999994,,,0.0,0.0
1,2,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN2.npy,0.9999992,17.048291829822155,11.71279077351232,0.08751429323869728,0.0
2,3,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN3.npy,0.9999992,16.142685288956905,19.404977230820556,0.07225678509974255,0.09199239888591278
3,4,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN4.npy,0.9999992,12.017022415702012,20.5,0.21898300453690547,0.07406697534653806
4,5,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN5.npy,0.99999917,12.557970192081829,19.999486331115296,0.23226556475465066,0.22160843186013762
5,6,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN6.npy,0.99999917,16.408803354246135,12.430634861737174,0.09087441762045179,0.22944641342668023
6,7,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN7.npy,0.9999991,14.331129223152686,22.392773308965417,0.10589507116715985,0.08639813101852717
7,8,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN8.npy,0.999999,12.949179394449105,19.647637741702933,0.19094914362854384,0.10226101067309022
8,9,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN9.npy,0.9999989,13.43854871849385,19.20567183305836,0.19152215170051362,0.1791855014779826
9,10,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN10.npy,0.9999991,14.727928544810036,16.15291913404307,0.09927170242974749,0.18857758329638588
10,11,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN11.npy,0.99999917,10.113286804610977,24.2875,0.09284851804961951,0.09390278759351582
11,12,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN12.npy,0.99999756,16.754336310979472,11.434918719398723,0.15671559387228629,0.08199860496454656
12,13,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN13.npy,0.9999983,14.992509726260238,16.030543368772133,0.1057734815340751,0.16458329731947455
13,14,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN14.npy,0.99999815,10.98805717420918,22.15,0.09920082409498429,0.09227456555437323
14,15,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN15.npy,0.9999979,13.83379652503667,18.847878343515454,0.19809581191528775,0.09951201590223768
15,16,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN16.npy,0.99999774,11.768289516380575,21.4432694847303,0.17781050664934878,0.19408829082001636
16,17,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN17.npy,0.9999977,16.060679013869752,12.164704700787809,0.15339513865001939,0.1684560261718315
17,18,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN18.npy,0.99999547,16.043996144310867,12.183764712135394,0.17225805184197845,0.15191488936150288
18,19,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN19.npy,0.9999954,11.278876559370145,10.797856755558753,0.10751926442229282,0.1425307267892493
19,20,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN20.npy,0.999995,15.724001594786754,15.71869627161232,0.12254051830378272,0.10757333115851796
20,21,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN21.npy,0.9999935,14.117487068764047,18.59754621359794,0.21714334729683057,0.127687660820173
21,22,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN22.npy,0.9999943,16.061162731361183,16.307252020840586,0.1337260285447526,0.2164797542575318
22,23,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN23.npy,0.9999942,12.167437716481256,21.0748098322107,0.153686168074835,0.13092517101982873
23,24,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN24.npy,0.9999943,13.48572971761157,24.027595683203494,0.16921890102282722,0.15197441984140042
24,25,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN25.npy,0.99999285,14.456409828636346,18.29218225370977,0.1612466211364304,0.16690654153351886
25,26,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN26.npy,0.99999255,7.95721581066893,9.079942989024822,0.1123631704688875,0.16268864690897414
26,27,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN27.npy,0.99999094,8.149750782242382,9.026346032611693,0.11198483508993824,0.11198483508993824
27,28,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN28.npy,0.99998444,14.819182641031485,17.960396086535305,0.1820998331869336,0.10800909629945286
28,29,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN29.npy,0.999984,12.295261447259064,20.954305248374443,0.15528574261146036,0.17263833653170516
29,30,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN30.npy,0.999984,10.549991722984585,23.885573035355378,0.112612142012658,0.1529077062640469
30,31,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN31.npy,0.99998355,16.093090970241235,15.519658719586062,0.1590175417072797,0.10863742204902654
31,32,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN32.npy,0.9999772,15.343080428164688,17.48274572932693,0.20032437036428347,0.16217014150122894
32,33,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN33.npy,0.9999772,18.0625,8.340104583919029,0.08406771941184352,0.18623901259094647
33,34,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN34.npy,0.9999746,16.040316587981344,15.794886493678451,0.14038542522406175,0.08406771941184352
34,35,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN35.npy,0.99997795,7.278328133406591,12.520723895098888,0.0,0.13573748772880456
35,36,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN36.npy,0.9999705,15.627029002071296,17.201882539933184,0.20563137219261154,0.0
36,37,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN37.npy,0.9999713,13.61533905877714,23.854875177456606,0.19956006016711095,0.19325319258418322
37,38,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN38.npy,0.99997413,17.93989612233918,8.470003864106484,0.08511494001051552,0.20425020113146258
38,39,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN39.npy,0.9999672,15.931985138533971,16.88372568655329,0.18621785734278187,0.07730306292612026
39,40,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN40.npy,0.99996036,12.529260627622625,20.733319063118913,0.11928700825148333,0.17277656706761205
40,41,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN41.npy,0.9999384,16.196930495566868,16.611198051887968,0.14888174804587606,0.12220915796274427
41,42,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN42.npy,0.99993443,13.191919269306478,20.113439249340576,0.1263220230134238,0.15759399335361482
42,43,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN43.npy,0.9999667,16.85090127944614,15.672243413408433,0.11512213376665377,0.12622890496298833
43,44,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN44.npy,0.9999754,16.46913390190391,15.885117386848192,0.1499266940690962,0.11902039681367274
44,45,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN45.npy,0.9999893,13.28823611255894,7.577669361197472,0.13423420066855388,0.16483777598572943
45,46,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN46.npy,0.9999883,11.378066251996136,23.10514989671686,0.15362338021642621,0.15653695142607815
46,47,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN47.npy,0.9999835,16.278411644211495,16.005417599191937,0.16128440490156118,0.15147834137697647
47,48,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN48.npy,0.99997747,9.699127539448192,7.075680602374838,0.07404668006536065,0.15521971022964454
48,49,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN49.npy,0.9999933,13.022773777999983,7.941432786267771,0.16231882532595343,0.05424533545886453
49,50,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN50.npy,0.9999931,11.86296194544363,22.64550212830275,0.1427818527129165,0.121245068793541
50,51,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN51.npy,0.9999935,11.999916898955764,22.51236471476731,0.13862467584793303,0.13862467584793303
51,52,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN52.npy,0.9999917,13.397906864824899,19.92310405724949,0.08928983868194434,0.13632847310598722
52,53,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN53.npy,0.9999569,15.570882942565117,12.758363824845029,0.08831297088928403,0.08070206187265382
53,54,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN54.npy,0.9999583,16.55040052829641,15.767714758379784,0.13082675583276696,0.09284712942051593
54,55,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN55.npy,0.99994934,8.72293780578093,8.88216288230023,0.16187289697414686,0.12789310440559276
55,56,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN56.npy,0.9999476,12.256247272237028,22.2636182570909,0.16602704945803806,0.15324768670280198
56,57,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN57.npy,0.9999425,15.986660718077582,16.70450851927769,0.14715432790855174,0.16697645721851562
57,58,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN58.npy,0.9999255,8.226988354987176,12.72950088173355,0.010654365579372802,0.14076447814702164
58,59,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN59.npy,0.9999159,8.898882720222192,9.051878663731161,0.17744299343266282,0.009652589785115233
59,60,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN60.npy,0.999956,16.52372875232107,15.783590222106717,0.12135935619461595,0.1767304788741806
60,61,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN61.npy,0.999956,16.6110001897743,18.566503939614233,0.03553012608835552,0.12762718013114727
61,62,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN62.npy,0.999934,16.158383821103133,16.002239980001175,0.16845332762672452,0.03558665862784748
62,63,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN63.npy,0.99993366,13.937272112962042,23.41748372905723,0.21876760983034357,0.15742641208084954
63,64,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN64.npy,0.9999177,12.396812735512794,22.12438856319847,0.17084501877739025,0.22069006446875522
64,65,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN65.npy,0.9999129,13.074306234781785,21.454719144892323,0.17459932956453303,0.16437332696588253
65,66,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN66.npy,0.999922,16.478989062689003,15.65193128791,0.11961435978797731,0.17529649698446895
66,67,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN67.npy,0.99990624,8.948811268672378,9.18798891249999,0.1749546861373836,0.12191909863034094
67,68,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN68.npy,0.9999573,8.987017482688149,9.368015052298436,0.171692094394125,0.17169124002205932
68,69,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN69.npy,0.9999477,8.303582147391149,8.786641807510502,0.1738506964143013,0.18677201185546524
69,70,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN70.npy,0.99968374,8.622557540969357,8.92777939889753,0.16997982983301668,0.16997982983301668
70,71,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN71.npy,0.999674,13.235956313381847,21.29714288357269,0.17936517992312762,0.11650224831455577
71,72,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN72.npy,0.99991566,9.557302911201674,9.53227468650694,0.13727538125717256,0.1802572183139536
72,73,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN73.npy,0.99988055,8.751446035730238,9.61738292985315,0.17674228638245898,0.18278981787608556
73,74,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN74.npy,0.9999498,15.604706250651523,7.901661223183116,0.07902320094971253,0.16521406011729714
74,75,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN75.npy,0.9999683,10.073088261039342,25.25,0.07957989814519524,0.06849923811499403
75,76,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN76.npy,0.99997926,16.419974521214144,15.697871851869882,0.10540474462592929,0.07888391556046709
76,77,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN77.npy,0.9999781,16.10816996713204,15.941378819825326,0.1534019203654913,0.12155186594991542
77,78,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN78.npy,0.9999799,9.297581375434882,8.757226317380955,0.15745995930434667,0.14987947257731726
78,79,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN79.npy,0.99997526,13.334409416613939,21.201378861443377,0.1833418633376285,0.16444756034228608
79,80,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN80.npy,0.9999789,10.935410152713407,24.422932449965316,0.11510380951962117,0.1852611544018332
80,81,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN81.npy,0.9999835,9.186244236330515,8.968688267043428,0.161772488113003,0.1070276435037267
81,82,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN82.npy,0.9999815,14.03164163570674,20.53605922446749,0.16046601200288702,0.1615192981867722
82,83,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN83.npy,0.99999034,16.1289695203814,15.924451307774557,0.14036920481509227,0.16347669295708764
83,84,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN84.npy,0.99999166,16.085709967079804,16.20539894169857,0.12470989538158445,0.17376934069026648
84,85,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN85.npy,0.9999876,8.552561968326861,9.920109404392372,0.16480590587586502,0.12037575084472277
85,86,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN86.npy,0.99998784,9.252910533761238,8.962812965521659,0.15336687776012123,0.15408380933425014
86,87,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN87.npy,0.99999565,12.481116003453668,8.628077770139791,0.1518366223267723,0.15367495339894865
