,mutation_id,file,confidence,mutation_point_x,mutation_point_y,rel_intensity_before,rel_intensity_after
87,88,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN88.npy,0.9999936,18.75,8.55198794061061,0.14601293951003108,0.11742175658052735
88,89,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN89.npy,0.99999356,15.496383086598172,16.10488077800006,0.12468171178278759,0.1134683061949061
89,90,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN90.npy,0.9999934,17.32755707010952,9.118664261873164,0.0809051155245876,0.12570516094955353
90,91,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN91.npy,0.99999505,9.239027752120123,8.980585937216658,0.18067401116043097,0.08203578110882966
91,92,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN92.npy,0.999995,8.731600832163478,9.813643324709393,0.19290947553093016,0.18490877269099038
92,93,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN93.npy,0.9999898,9.396327642935349,7.598115052593276,0.13037973839438355,0.19064938392120112
93,94,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN94.npy,0.99996006,9.011748131161514,9.299146982839114,0.18392897757352308,0.11375634987032546
94,95,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN95.npy,0.9999598,11.464200106917978,23.9131943910631,0.14285401504964057,0.1453940428927629
95,96,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN96.npy,0.9999818,9.81924596787957,8.726156953616906,0.14772417612753286,0.13649863913804525
96,97,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN97.npy,0.9999585,18.149089223689366,9.131868269999543,0.1258202111784786,0.1584000093075812
97,98,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN98.npy,0.99998075,9.304431295211822,9.276442347744103,0.1622075338740369,0.09868108485781214
98,99,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN99.npy,0.99996614,8.922271529968887,8.63241795998779,0.16507688164492748,0.17914309604964246
99,100,runs/log06-12_18-58_7_C_C_IG/individual_logs/data/ID0/GEN100.npy,0.9999467,15.524688835368885,16.48548544786201,0.18456739849190498,0.15334015473654664
